condition,image,image_id,arrival_stage,class_id,presentations,historical_reviews,current_reviews,first_step,last_step,last_stage,mean_step_gap,median_step_gap,p90_step_gap,minimum_step_gap,maximum_step_gap,last_confidence,last_quality,next_due_clock,mean_lateness,censored_wait_steps,next_review_censored,terminal_overdue_ticks,no_historical_review
srt_h1024,17183,b724c200dc8614ee62b743d06f588702bbf0bf36c991950175ee41444b650e84,27,106,6,3,2,2989,4101,38,222.4,75.0,491.6,10.0,542.0,0.9994832277297974,5.0,4756,136.2,1152,True,518,False
srt_h1024,17184,b724e020d6d9be2336cd3320f336d375c33bfb75680340b4367e4702c8a3c87a,28,110,16,12,3,3080,5151,49,138.06666666666666,131.0,322.79999999999995,8.0,436.0,0.5759865045547485,3.0,5219,102.33333333333333,102,True,55,False
srt_h1024,17185,b727554e064b647c295c329205026ecc1563049cf1e9358eaac34a4ce7e7adb5,22,85,11,7,3,2533,4118,38,158.5,75.0,427.69999999999993,8.0,578.0,0.9845425486564636,5.0,5201,45.7,1135,True,73,False
srt_h1024,17186,b73aa7b38c66f90194036b601503b2c5fb396c1ebfadbc7ef96f50822da89eb5,33,130,6,3,2,3570,4456,42,177.2,130.0,388.40000000000003,11.0,516.0,0.9991313815116882,5.0,5307,78.4,797,True,0,False
srt_h1024,17187,b73c9552c36786edee440975794c97f9fe34d16b751892ee0a296520b9b12b3c,39,153,8,4,3,4151,5176,50,146.42857142857142,58.0,353.0000000000001,12.0,605.0,0.04014952480792999,0.0,5204,124.42857142857143,77,True,70,False
srt_h1024,17188,b741928c8a6e10bc3b9165e17fd537c21978f4d7319bc1756ee6295fedb5187b,9,33,27,24,2,1288,4845,46,136.80769230769232,67.0,347.0,9.0,495.0,0.9314558506011963,5.0,5077,88.76923076923077,408,True,197,False
srt_h1024,17189,b7421aa6a4332ef2287176af4d3bec091edcd60cb87a933b37c80ee418a94176,2,7,20,17,2,111,3633,33,185.3684210526316,48.0,590.4,8.0,1094.0,0.6899324655532837,3.0,5324,24.263157894736842,1620,True,0,False
srt_h1024,17190,b747c8fa8c64ccb5a40adbf1f0b7b555a6a174e2cb0d0ec51b7d4da5c83d00a6,2,5,10,5,4,110,4926,47,535.1111111111111,202.0,1380.4000000000003,8.0,2650.0,0.13245731592178345,1.0,4954,57.77777777777778,327,True,320,False
srt_h1024,17191,b74b706b67c55efeddb166e9fb8eb916f2e015cbf18bca9b38195a9da8295189,4,14,64,58,5,506,5060,48,72.28571428571429,48.0,166.20000000000005,8.0,735.0,0.8175089359283447,4.0,5128,40.666666666666664,193,True,146,False
srt_h1024,17192,b74cd2b1bcff9209654f07cb789b43cb8e026514e8fbe899525c933760a5b1a9,19,74,13,9,3,2250,4018,37,147.33333333333334,84.5,389.90000000000003,8.0,399.0,0.7981212139129639,4.0,4046,100.66666666666667,1235,True,1228,False
srt_h1024,17193,b74dc38defa57ad1aba63270fabc92a8bdb09574fcb1af6ef88802989b5fb798,24,92,16,13,2,2720,5206,50,165.73333333333332,129.0,324.4,16.0,594.0,0.6490972638130188,3.0,5407,128.06666666666666,47,True,0,False
srt_h1024,17194,b750e42b0fe480896ef3e6dfab139e8b103e32a2a79165d7dc47858cc59f6f95,35,137,8,5,2,3750,5222,50,210.28571428571428,256.0,360.8,9.0,392.0,0.9999672174453735,5.0,5290,146.42857142857142,31,True,0,False
srt_h1024,17195,b755e0c057013a6f35f10113ea7eff2a7d25e33d4924397bb790ad7f1ad85d5d,39,154,6,3,2,4156,4893,47,147.4,65.0,310.8,8.0,336.0,0.786949098110199,4.0,4921,113.8,360,True,353,False
srt_h1024,17196,b75ace822876bb43f1d34973a145c540dfba415d2c94414d16fedcb6403c93a5,4,14,6,3,2,512,2348,20,367.2,143.0,899.6000000000001,15.0,1238.0,0.9773871898651123,5.0,6014,15.4,2905,True,0,False
srt_h1024,17197,b75af50a378f3617817897e250f760e09881a9c78df051cfbc020e6e1239e146,36,140,9,6,2,3846,4827,46,122.625,61.5,271.69999999999993,11.0,551.0,0.9996459484100342,5.0,4978,96.0,426,True,296,False
srt_h1024,17198,b75d4d6354693bb57be7e78fd1adbe789a18661c8b2ceef97ffa5acb4d5ba493,14,54,6,4,1,1776,3701,34,385.0,173.0,856.4000000000001,38.0,1040.0,0.9989131093025208,5.0,6313,102.4,1552,True,0,False
srt_h1024,17199,b75df0d5d13fed2e3a94156162cae6b5e29af2db633ba72345cc85447cc3abf9,2,4,26,20,5,113,3604,33,139.64,48.0,354.4000000000001,8.0,937.0,0.7320575714111328,3.0,5128,6.8,1649,True,146,False
srt_h1024,17200,b75fe5345bb606ea2022a05f74191d304067bcd656372173852de78d7315e34c,30,118,7,4,2,3271,4466,42,199.16666666666666,156.5,389.0,45.0,574.0,0.9969443678855896,5.0,5510,64.66666666666667,787,True,0,False
srt_h1024,17201,b76068601a62f02583470c2d03cde80dfedc136d38c5e7f1cc70714f0a37b330,30,116,5,3,1,3270,4341,40,267.75,174.0,571.7,34.0,689.0,0.9910482168197632,5.0,4597,225.75,912,True,677,False
srt_h1024,17202,b7636f0cb742f0c7259f78cfa7153ca8cc7092085e90161e4d2e39c149f0de5e,49,192,5,0,4,5073,5160,49,21.75,12.5,41.60000000000001,9.0,53.0,0.1720876693725586,1.0,5188,13.75,93,True,86,True
srt_h1024,17203,b763aa841540d7e1a53ccc9e5e3e90c53672fd59c1f361b6f8482368bb0c9914,15,58,23,20,2,1867,5006,48,142.6818181818182,101.0,313.4000000000001,11.0,531.0,0.0014816022012382746,0.0,5034,115.27272727272727,247,True,240,False
srt_h1024,17204,b76787cb5118f9f8d664fb658257bdf5b039c88f1c2b098fe72c05f1bfedbabc,25,96,16,13,2,2807,4539,43,115.46666666666667,42.0,345.3999999999999,11.0,515.0,0.7515428066253662,4.0,4607,104.8,714,True,667,False
srt_h1024,17205,b767f09cf4242e22b1166a078c24238f55968b92c6499074150d00407a62a775,20,76,23,17,5,2343,5084,49,124.5909090909091,76.0,257.3000000000001,10.0,652.0,0.08503696322441101,0.0,5112,116.5909090909091,169,True,162,False
srt_h1024,17206,b76e23b9c06857e4f064fdd91c965772c01b91c314e9fc9dd9eb5c074032f4c3,3,10,23,15,7,274,5198,50,223.8181818181818,117.0,353.0000000000001,8.0,1361.0,0.28546443581581116,2.0,5226,75.81818181818181,55,True,48,False
srt_h1024,17207,b7720d35078552c7c80f140ffdabc48ba42b2cb3e3244be424512aac5d4760b6,28,109,14,10,3,3082,5146,49,158.76923076923077,100.0,347.2000000000001,8.0,591.0,0.9999958276748657,5.0,5402,105.07692307692308,107,True,0,False
srt_h1024,17208,b7721e765a03748197fffbc94f0776b2f8e20ef65cb715d46cc53cc1dc06d68f,40,159,5,2,2,4246,5041,48,198.75,50.5,473.4000000000001,40.0,654.0,0.999476969242096,5.0,5263,158.75,212,True,11,False
srt_h1024,17209,b7727c378cb8cbf2a1509c8637c994ae320d6a4bf5243668f75dc4a410010e5b,4,13,7,3,3,512,4543,43,671.8333333333334,225.5,1761.5,8.0,2693.0,0.998824417591095,5.0,10458,88.33333333333333,710,True,0,False
srt_h1024,17210,b7732a5f748262a73497f3b4cc825e82b741f060a2dee17a19b07b1801a8670c,5,19,9,4,4,710,5189,50,559.875,149.0,1556.5999999999997,8.0,2496.0,0.005554159637540579,0.0,5217,23.75,64,True,57,False
srt_h1024,17211,b773ea8fbeb71f382f428985b40379838d1139b3a823088da3272c1919f29f49,36,142,7,4,2,3845,5056,48,201.83333333333334,159.0,414.0,15.0,598.0,0.9992215633392334,5.0,6100,67.33333333333333,197,True,0,False
srt_h1024,17212,b775920c290616ec6918c3670247fe2fa720f9486d3cdee2b3a8895c2552ea5d,48,189,4,0,3,4980,5027,48,15.666666666666666,16.0,18.4,12.0,19.0,0.9820752143859863,5.0,5095,7.666666666666667,226,True,179,True
srt_h1024,17213,b7790d6a43825f550fc827444e3b77276fa748d2dc7227a26790b253a8368cfa,3,9,55,46,8,279,5015,48,87.70370370370371,48.5,208.80000000000004,8.0,797.0,0.5462340712547302,3.0,5083,52.27777777777778,238,True,191,False
srt_h1024,17214,b780b9063f31c9c9afe7ad1a10cf232934c89f206d26dbb2b5187edf7c5238e5,10,39,26,23,2,1392,4437,42,121.8,80.0,252.80000000000013,12.0,697.0,0.951466977596283,5.0,4693,68.32,816,True,581,False
srt_h1024,17215,b78820be3d0524842523328c3bc5b1d8c8ca6704d5730b340cd25ab0c4091743,16,63,10,6,3,1962,4753,45,310.1111111111111,94.0,829.8000000000001,9.0,1253.0,0.9999521970748901,5.0,7228,61.44444444444444,500,True,0,False
srt_h1024,17216,b78c7dca3411969dbeba39872eb929cb9f3f8caf1bc1461c5fceb0a6eb4c85a1,31,121,14,10,3,3387,5088,49,130.84615384615384,119.0,251.40000000000003,10.0,333.0,0.882973313331604,4.0,5116,109.0,165,True,158,False
srt_h1024,17217,b78e67b142de3a0f2df382c605a4c7e90be1d3526cb363ce3bbc519fc7155091,36,142,4,1,2,3846,4017,37,57.0,45.0,78.6,39.0,87.0,0.9997926354408264,5.0,4133,35.666666666666664,1236,True,1141,False
srt_h1024,17218,b79114dbece70df7254555f1e532c046ce87851b3ac5afb42d00a0ffe3c823d8,49,194,3,0,2,5073,5125,49,26.0,26.0,28.4,23.0,29.0,1.0,5.0,5193,18.0,128,True,81,True
srt_h1024,17219,b792ba8aaa63d9cee9589ebb0677803b5490d6edbd435b6f3258e3548944e4ca,7,27,8,4,3,1051,3408,31,336.7142857142857,96.0,880.8000000000004,12.0,1521.0,0.9597452282905579,5.0,5409,90.42857142857143,1845,True,0,False
srt_h1024,17220,b792fa00f1c39a7aef67f4279740ac47b3e2e48498b09cd2c0ec730a47ec5d0d,29,113,12,9,2,3174,4470,42,117.81818181818181,100.0,212.0,13.0,232.0,0.9998045563697815,5.0,4498,88.72727272727273,783,True,776,False
srt_h1024,17221,b7982c0d3bdf35ffc7b9af05b016ef7e3e7d8ff64b9657125cff26ef698278f8,4,12,34,30,3,512,5155,49,140.6969696969697,74.0,315.80000000000007,9.0,910.0,0.6463465690612793,3.0,5183,86.78787878787878,98,True,91,False
srt_h1024,17222,b79a37e4e4b2eb2bbd53ebcfcb47a91b65542b079143517a9243183fe6dc0df1,22,87,14,11,2,2537,5059,48,194.0,139.0,259.6,23.0,843.0,0.9982170462608337,5.0,5087,137.3846153846154,194,True,187,False
srt_h1024,17223,b79c49d2727c1874f116b239e203ea756331165bec9efc30b65fc131758847a8,16,61,16,12,3,1962,4958,47,199.73333333333332,177.0,338.59999999999997,13.0,795.0,0.21219272911548615,1.0,4986,159.66666666666666,295,True,288,False
srt_h1024,17224,b79d70562316c0362c6753b0da3275949e6d28e49618a2e28aefdf1b9a1b7a4c,27,106,11,8,2,2989,4972,47,198.3,122.0,398.59999999999985,9.0,737.0,0.9670876264572144,5.0,5108,168.7,281,True,166,False
srt_h1024,17225,b79d77400a60755940d335126f4c40c39e0c9f1f772822dc2d661604a75751dd,45,176,5,0,4,4700,4779,45,19.75,14.0,36.1,8.0,43.0,0.03048853389918804,0.0,4807,11.75,474,True,467,True
srt_h1024,17226,b79e86ffabb48671f5cd209695725164aa7c2d0bdbed2cfda62983d3321fce18,39,153,5,2,2,4155,5096,49,235.25,143.0,518.3000000000001,11.0,644.0,1.0,5.0,6172,97.75,157,True,0,False
srt_h1024,17227,b7a0fc31b5253137c46fac5723a8fbd5337a4baef4d0f03fcde15ba6b3140420,19,72,8,5,2,2246,4206,39,280.0,98.0,693.6000000000003,24.0,1053.0,0.7828105688095093,4.0,6380,24.857142857142858,1047,True,0,False
srt_h1024,17228,b7a1eff5621e15e4a67bb181ef34b58c976e460230c2bd9d5a63dde2611711f6,21,82,23,20,2,2431,5218,50,126.68181818181819,92.5,220.80000000000018,11.0,677.0,0.7154199481010437,3.0,5301,109.5909090909091,35,True,0,False
srt_h1024,17229,b7a38b40852fe3b5a95441caf4163b9598fe265ce3875e183a527f5d08a35828,32,124,4,2,1,3477,4973,47,498.6666666666667,190.0,1071.6000000000001,14.0,1292.0,0.975541353225708,5.0,5001,490.6666666666667,280,True,273,False
srt_h1024,17230,b7a3e2a51067abc6027c53e19c418fea3e8cd37304a3829026050002e796ea96,40,157,7,6,0,4249,5203,50,159.0,144.5,277.0,29.0,279.0,0.7830778956413269,4.0,5271,151.0,50,True,3,False
srt_h1024,17231,b7a4fd67bb2f1be0d155e9afefa0310b7cb94decbc13aaa0a26aba4d43ce32db,47,186,4,1,2,4886,5150,49,88.0,30.0,183.60000000000002,12.0,222.0,0.00020776655583176762,0.0,5178,66.66666666666667,103,True,96,False
srt_h1024,17232,b7a6dcb6b4c7242704fcda2440fa87326798669e7c32353242c9a30f3438051f,15,59,8,5,2,1870,4608,43,391.14285714285717,170.0,991.4000000000002,12.0,1280.0,0.9999500513076782,5.0,7086,129.57142857142858,645,True,0,False
srt_h1024,17233,b7a82c43183a42b3f24609b6692b279fe0071bf9748f8f711ac36c224a555800,4,14,44,35,8,514,4938,47,102.88372093023256,63.0,205.20000000000005,8.0,563.0,0.8282451629638672,4.0,5021,56.02325581395349,315,True,253,False
srt_h1024,17234,b7a8db6ddc3eabd3aafd8e3f266f19eff11805670377f5557d25fbb3763754a0,28,109,11,7,3,3080,4775,45,169.5,170.0,328.79999999999995,9.0,453.0,0.9998831152915955,5.0,5152,117.3,478,True,122,False
srt_h1024,17235,b7a9805cd1ffb6e49e7d5060e228585e764b15f97c7b5380455624fc8d54a766,12,46,13,10,2,1585,3983,37,199.83333333333334,104.0,586.4000000000001,11.0,837.0,0.559672474861145,3.0,5228,42.666666666666664,1270,True,46,False
srt_h1024,17236,b7a9bbd0f7b79925821a3824612b6dab0600a04925eb3522a082ea1c85731b00,41,161,7,2,4,4343,5065,48,120.33333333333333,24.0,328.5,8.0,507.0,0.30442380905151367,2.0,5093,105.66666666666667,188,True,181,False
srt_h1024,17237,b7aab121d0b2672ff31499d09d30f2387f3e45471d7ec69290b20176d45e72bd,41,160,6,2,3,4346,5214,50,173.6,16.0,448.80000000000007,8.0,580.0,0.5286847949028015,3.0,5242,157.6,39,True,32,False
srt_h1024,17238,b7ac40ff8180d5d38575915eec916e644afc2ea662e9f17f3c99767319cbcdcf,44,175,5,2,2,4613,5020,48,101.75,48.5,225.00000000000006,13.0,297.0,0.9983180165290833,5.0,5048,83.75,233,True,226,False
srt_h1024,17239,b7b5a19ef12dbc82900089c06a5d052461cea90dd62107ee98be78a2c18290f9,14,52,11,6,4,1770,3894,36,212.4,74.5,507.0999999999998,11.0,994.0,0.9992910027503967,5.0,5800,25.3,1359,True,0,False
srt_h1024,17240,b7be208671fefc2abd9b4e7ea3a55bb7038f6a9f1b81bae32aad6097439bd96b,44,174,3,0,2,4616,4662,44,23.0,23.0,25.4,20.0,26.0,0.999996542930603,5.0,4730,15.0,591,True,544,True
srt_h1024,17241,b7c17b40ffadbc684764507a3f098568bef21b9ef25768402b7fabf45f180053,36,142,7,4,2,3845,5103,49,209.66666666666666,198.0,406.0,24.0,445.0,0.993143618106842,5.0,6147,75.16666666666667,150,True,0,False
srt_h1024,17242,b7c22e6e6cd042310ca612991d31af9598dd7afcb6883ea81fa5c3d022405707,24,94,18,12,5,2721,5144,49,142.52941176470588,97.0,331.4,8.0,519.0,0.7460322380065918,3.0,5172,134.52941176470588,109,True,102,False
srt_h1024,17243,b7c7936c598950affd83793d0a7e308596e2d70a583c8d4445b31da5ac4a6100,28,109,8,5,2,3082,4771,45,241.28571428571428,169.0,573.2,26.0,665.0,0.7555075287818909,4.0,6071,52.0,482,True,0,False
srt_h1024,17244,b7c8740f692a6a4a1cb8fb8fa65d0995030cab7a3a995f99e99b219710f5cd2c,20,77,7,4,2,2341,4609,43,378.0,406.5,710.0,8.0,929.0,0.9994938969612122,5.0,5653,243.5,644,True,0,False
srt_h1024,17245,b7cab198c12ac929aac82e2af3d72fb6e4349577afbea395e6cf0d3c69cb360b,36,141,9,6,2,3842,5001,48,144.875,95.0,332.4,18.0,464.0,0.7999232411384583,4.0,5029,119.375,252,True,245,False
srt_h1024,17246,b7cc670fe698fdf8d0ba43a30993f17e41045badec9f2c39cecc661137b041c2,17,64,8,6,1,2061,4622,44,365.85714285714283,209.0,866.6000000000001,17.0,1172.0,0.9989059567451477,5.0,7100,104.28571428571429,631,True,0,False
srt_h1024,17247,b7cd6df09b9f594dc32fd1e723404ccbea2ac61c69775a312fcae8c49d0780bc,42,165,4,1,2,4431,4784,45,117.66666666666667,30.0,253.20000000000002,14.0,309.0,0.9999397397041321,5.0,4913,96.33333333333333,469,True,361,False
srt_h1024,17248,b7d23a32800e2f9ffaa4f79f4410715a00cef142add8ca0bbcd4d2b7b9c2ee90,39,152,5,2,2,4150,5213,50,265.75,32.0,703.6000000000001,8.0,991.0,0.998100757598877,5.0,5281,257.75,40,True,0,False
srt_h1024,17249,b7d74d9ffead7a2a38efb94698c94b517e34b0b4f2193e94870dbde2252a9408,13,48,8,5,2,1674,3709,34,290.7142857142857,117.0,720.4000000000002,12.0,1024.0,0.999791145324707,5.0,6187,29.142857142857142,1544,True,0,False
srt_h1024,17250,b7d94d000c1aeef4440677801083072a6da731404cb7bc5b0d43c9ba94feea97,17,67,22,18,3,2064,5134,49,146.1904761904762,123.0,233.0,10.0,535.0,0.9822812080383301,5.0,5202,103.0,119,True,72,False
srt_h1024,17251,b7de0816362ff911e09288a0b9d80bb03b0b3b4f7486c6817a96219a53c3e266,47,187,4,1,2,4884,5243,50,119.66666666666667,59.0,231.8,25.0,275.0,0.9999997615814209,5.0,5359,98.33333333333333,10,True,0,False
srt_h1024,17252,b7de81e2bfe2b8e374c3e60e53fbd31cbf32ffd4dd6352606c2cc85a0b14f622,36,142,6,3,2,3848,5248,50,280.0,181.0,589.2,27.0,676.0,0.6156845688819885,3.0,5529,218.4,5,True,0,False
srt_h1024,17253,b7e0fef13f66df5cffb2e62f8d4f10c27ad4f3fdf16464b9ec70ace6be75f14b,20,77,15,12,2,2339,5172,50,202.35714285714286,133.0,453.60000000000014,27.0,701.0,0.9833147525787354,5.0,5240,171.35714285714286,81,True,34,False
srt_h1024,17254,b7e15cba4941da180eb9f39e19af7b7de5c4bfeec1cc7c5a96a3689cbd9b3c15,50,197,4,0,3,5165,5213,50,16.0,18.0,21.2,8.0,22.0,0.9992552399635315,5.0,5281,8.0,40,True,0,True
srt_h1024,17255,b7e22736dd5593a0c2ae7103e1a8b86ac5873b21391b9ee1970fe7f236ee7aa3,48,190,4,0,3,4977,5052,48,25.0,13.0,43.400000000000006,11.0,51.0,0.7917734384536743,4.0,5164,3.6666666666666665,201,True,110,True
srt_h1024,17256,b7e50cbb4d07f005ea5a1c6b62f1a7dc0f6b6b2639572ff12d7cc1df7d1b1f34,40,159,8,4,3,4247,5160,49,130.42857142857142,78.0,339.20000000000005,8.0,404.0,0.3147909939289093,2.0,5188,106.85714285714286,93,True,86,False
srt_h1024,17257,b7e56e01fd1dab5cbe2b95cd7f5fc183fae0317c0c8b9cb8d09d02769919fc14,43,169,6,1,4,4529,5097,49,113.6,13.0,314.20000000000005,12.0,511.0,0.08623991906642914,0.0,5125,97.6,156,True,149,False
srt_h1024,17258,b7e596f5cfa69518f449c0e0bf76f4a140e1bf3b1db9dd4bdae683d5d62559e7,4,13,7,3,3,511,4712,45,700.1666666666666,225.5,1844.0,14.0,2766.0,0.9970394372940063,5.0,12405,32.666666666666664,541,True,0,False
srt_h1024,17259,b7e7187e97884851ff1a92cf4fc3e054006f6a39dda52ee587145a3572d59798,13,48,8,6,1,1673,4210,39,362.42857142857144,214.0,881.0000000000002,21.0,1373.0,0.9579904675483704,5.0,6688,100.85714285714286,1043,True,0,False
srt_h1024,17260,b7e9140d3ec972fa8f15e30b8c0a172621201f51fa2279ae4558a1c1bd069b47,14,53,21,18,2,1774,4853,46,153.95,87.0,281.90000000000003,14.0,783.0,0.07561090588569641,0.0,4881,89.05,400,True,393,False
srt_h1024,17261,b7ea41b28acfda36c9e6c6f652b4dc00803c03102ee0bd4dfa8a5d71167dc5ff,29,113,16,11,4,3174,5063,48,125.93333333333334,100.0,232.8,8.0,577.0,0.8303273916244507,4.0,5131,115.26666666666667,190,True,143,False
srt_h1024,17262,b7eb32b1853e65cb32357311282b7bfed428fc970824842a06a7876b5dcbb6b2,36,141,10,6,3,3850,4948,47,122.0,147.0,230.2,11.0,239.0,0.8848321437835693,4.0,5118,84.77777777777777,305,True,156,False
srt_h1024,17263,b7eb94105c187627f598725fc4f00a3f531e666857024dc114054483e28c0b5b,33,130,7,4,2,3568,4878,46,218.33333333333334,126.0,498.0,26.0,583.0,1.0,5.0,5922,83.83333333333333,375,True,0,False
srt_h1024,17264,b7ecc2dd8f43999e715af0ddb0e2f115e13483a85be7283fde39086ae419784a,29,113,9,6,2,3170,5061,48,236.375,146.5,553.4,18.0,734.0,0.0017007222631946206,0.0,5089,133.5,192,True,185,False
srt_h1024,17265,b7ef2b8bff855e924f553bd1a569c8bcc556671a34b288f2d461af50a53de86b,49,195,4,1,2,5071,5233,50,54.0,40.0,92.0,17.0,105.0,0.9996738433837891,5.0,5349,32.666666666666664,20,True,0,False
srt_h1024,17266,b7ef4d1bafe34ef51882e241c6879f6940f338a2dd9dceca7196b9ecc5e6cd10,36,140,7,3,3,3842,5155,49,218.83333333333334,111.5,530.5,11.0,875.0,0.935331404209137,5.0,5183,204.16666666666666,98,True,91,False
srt_h1024,17267,b7efb16e946bf9dd8b803241d460d69e2baf37dd4887eaec3eb8e2452bb20256,15,59,26,22,3,1872,5212,50,133.6,80.0,301.0,14.0,361.0,0.9844440817832947,5.0,5240,103.48,41,True,34,False
srt_h1024,17268,b7f0acd867c4c2b27b8a13fa47ea87cf462ced4eb9f4dc211f29afe023c3060f,9,33,39,36,2,1290,5251,50,104.23684210526316,54.0,190.90000000000015,8.0,1153.0,0.8853443264961243,4.0,5334,77.65789473684211,2,True,0,False
srt_h1024,17269,b7f22feca34df7969cdfa6185b901585412f2d3537f4214456b71de96b535d19,4,14,70,57,12,507,4765,45,61.710144927536234,13.0,147.20000000000002,8.0,464.0,0.003918835427612066,0.0,4793,37.17391304347826,488,True,481,False
srt_h1024,17270,b7f42c133ba7c30dab054f1ccbdc5eaab440439d215fffce3410cc96cd2d7264,33,130,6,2,3,3570,4514,42,188.8,53.0,440.2,9.0,475.0,1.0,5.0,5365,90.0,739,True,0,False
srt_h1024,17271,b7fa0258fce4ee105bb25259caa2f1572f5db19e3a368f3c4d646707eb0c0263,23,89,13,10,2,2630,4779,45,179.08333333333334,129.0,328.9,13.0,481.0,0.976470947265625,5.0,4915,159.08333333333334,474,True,359,False
srt_h1024,17272,b7fc47dbf4671a333b5a0843c5db4e1859f3ce2ee13711723c564b6698eac66f,26,103,6,3,2,2889,4517,42,325.6,294.0,685.8000000000001,20.0,919.0,0.5314591526985168,3.0,4933,253.2,736,True,341,False
srt_h1024,17273,b7fd76a91364d126053ded8e54cbf901d6aa2936566b4de1426390eec2580eb8,8,28,21,17,3,1175,5185,50,200.5,119.5,439.1000000000003,8.0,1020.0,0.8270647525787354,4.0,5358,135.05,68,True,0,False
srt_h1024,17274,b7fea0a022240e30e262149b1a782d51c2b973a832498f17d38ce7ae5f7e7497,38,151,5,2,2,4056,5204,50,287.0,148.0,649.8000000000001,27.0,825.0,0.8621963262557983,4.0,5232,279.0,49,True,42,False
srt_h1024,17275,b7ffd80072e31a45a0121032a43505df052df01efef5238488a0bdf6bb421cd6,41,163,6,2,3,4343,4985,48,128.4,48.0,288.4,13.0,316.0,0.9928683638572693,5.0,5450,56.0,268,True,0,False
srt_h1024,17276,b8009a6dcfb676473d83779877a58d10c07e8a6618d9ce2834a79c8581c28570,41,160,7,4,2,4345,4716,45,61.833333333333336,47.5,120.5,12.0,139.0,0.02234886772930622,0.0,4744,47.166666666666664,537,True,530,False
srt_h1024,17277,b800a3e64459705d9be781d0180f4af08e32bec638879a69dcf12fa55a7250fd,18,70,6,3,2,2159,3969,37,362.0,164.0,843.2,16.0,1060.0,0.9999997615814209,5.0,6581,79.4,1284,True,0,False
srt_h1024,17278,b80354e2fc3b9d6c84a9b9bf09bfd2d2a2df31028fbb427a98b6c096184b52b3,43,169,5,1,3,4528,5205,50,169.25,17.5,449.5000000000001,8.0,634.0,0.9617138504981995,5.0,5297,151.25,48,True,0,False
srt_h1024,17279,b804e02534d65acff6d0a5987b2e8af203d4bd49552c6340881fb0b32ac1d731,39,152,10,5,4,4151,5216,50,118.33333333333333,121.0,240.0,9.0,284.0,0.0966009646654129,0.0,5244,95.33333333333333,37,True,30,False
srt_h1024,17280,b805f7f3996f727ad6625b52cf0dac450141d63602a5d6a6ebcd163be171a01f,13,50,8,6,1,1679,5119,49,491.42857142857144,114.0,1129.6000000000004,52.0,1768.0,0.5165175199508667,3.0,8907,118.14285714285714,134,True,0,False
srt_h1024,17281,b808abf005338a26c136e474ca93ab9f7a709b91747901c7b481fd08c2384b68,49,192,3,0,2,5074,5131,49,28.5,28.5,41.7,12.0,45.0,0.9993810653686523,5.0,5199,20.5,122,True,75,True
srt_h1024,17282,b80abeb0fe0a2e3d2bbe6457be1a4b12dafb3e4af34c60abd99f48f7d3a99e80,16,63,24,21,2,1965,5051,48,134.17391304347825,68.0,244.40000000000003,10.0,558.0,0.82606440782547,4.0,5206,108.91304347826087,202,True,68,False
srt_h1024,17283,b80bf54f45dd5fc81c9f414d56c2fb8ed4116a8904b8fc16c4e1dee53f896ce2,36,141,9,6,2,3842,4689,44,105.875,85.5,192.2,24.0,265.0,0.010863114148378372,0.0,4717,92.875,564,True,557,False
srt_h1024,17284,b811bfdfbbffb002bb0d5abccaeb384799fe43f6ea93bec994227da7e31ab6f9,8,29,8,4,3,1176,4964,47,541.1428571428571,115.0,1493.4000000000005,10.0,2448.0,0.9833073019981384,5.0,10483,86.71428571428571,289,True,0,False
srt_h1024,17285,b81d5b9eeefb87a9963124e6a0ce01167943749d38bccd3924d2d9a5a4f752ca,35,139,7,3,3,3743,4986,48,207.16666666666666,149.0,450.5,12.0,602.0,0.9998422265052795,5.0,6030,72.66666666666667,267,True,0,False
srt_h1024,17286,b81da42367b9c9d1512cf86c2f6d86c651ec117eacbd439e26c37fe5b994db16,30,119,8,5,2,3266,5215,50,278.42857142857144,120.0,723.8000000000001,26.0,818.0,0.006903833243995905,0.0,5243,224.42857142857142,38,True,31,False
srt_h1024,17287,b81e1d5d4b326fe998f0fb59e781a1fefe8e800437acabc7fd79f73e5eb7b2bf,9,35,36,28,7,1292,4986,48,105.54285714285714,44.0,244.4,8.0,849.0,0.46057552099227905,2.0,5014,63.542857142857144,267,True,260,False
srt_h1024,17288,b81fbd956d4f82b7c3dc48a720224b98f01cfd5fc5a6e8f2b8826fbb4a81a5e4,21,80,8,5,2,2429,4892,47,351.85714285714283,173.0,753.6000000000001,27.0,1089.0,0.9999585747718811,5.0,7370,90.28571428571429,361,True,0,False
srt_h1024,17289,b82619b2c7b9dbcff8a48b47c443231498c2f43d2dd793dd5ebf93cd4a82483b,39,154,5,2,2,4151,5141,49,247.5,211.0,505.40000000000003,14.0,554.0,0.8609241247177124,4.0,5353,207.5,112,True,0,False
srt_h1024,17290,b8270e9692e3d0f15b69db784322853054f89dcd93c9fcb3b3d6e86c9165d740,14,55,8,5,2,1769,4090,38,331.57142857142856,103.0,856.2000000000003,13.0,1221.0,0.9995271563529968,5.0,6568,70.0,1163,True,0,False
srt_h1024,17291,b827c7d6cb84b856330c6a46177cbdc4221f437b3af867cc0f274a7a2a973e65,11,41,34,29,4,1492,4371,41,87.24242424242425,51.0,264.20000000000005,8.0,372.0,0.3376534879207611,2.0,4399,69.18181818181819,882,True,875,False
